Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Spent,Living_Status,Children
1,18169.0,1,0,40,9,0,5,0,0,7,1,1,0,2,8,21,1,1
2,24336.0,1,0,82,1,6,2,8,2,12,1,1,0,2,7,31,0,1
0,18222.0,0,0,70,12,4,19,12,6,14,1,2,0,3,8,67,1,0
0,62335.0,0,1,87,243,131,217,85,6,26,2,3,3,13,2,708,0,1
2,42033.0,1,1,95,11,1,4,2,0,7,1,1,0,2,7,25,1,2
1,86580.0,0,0,72,532,21,127,26,20,20,0,4,2,5,1,746,1,0
1,41437.0,1,1,5,29,0,2,0,0,1,1,1,0,3,7,32,0,2
1,73705.0,0,2,86,612,91,520,258,107,107,2,9,6,8,5,1695,0,2
0,61064.0,0,1,80,387,126,342,0,45,180,5,8,4,11,6,1080,1,1
1,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,72,1,2
0,18358.0,1,0,49,6,8,19,16,4,4,3,3,0,4,7,57,0,1
1,55012.0,0,1,85,582,0,65,0,0,13,6,8,2,9,5,660,1,1
2,9722.0,1,0,7,6,17,16,6,16,42,4,3,1,3,8,103,1,1
1,38175.0,1,0,6,70,6,69,2,3,3,3,3,1,4,7,153,1,1
1,58656.0,0,1,25,962,12,194,16,24,12,4,7,8,13,6,1220,1,1
0,52117.0,0,1,55,112,10,107,30,0,20,2,5,2,4,7,279,1,1
0,64813.0,1,0,81,293,0,124,179,97,52,1,7,2,10,5,745,1,1
1,54222.0,0,1,98,199,12,31,3,12,7,1,3,3,5,3,264,1,1
0,83512.0,0,0,31,1060,61,835,80,20,101,1,4,7,10,1,2157,1,0
1,77520.0,0,1,30,940,44,396,0,88,58,1,8,7,7,4,1526,1,1
0,41154.0,0,1,98,44,2,11,2,3,7,1,1,0,4,5,69,1,1
0,80398.0,0,0,92,342,51,936,207,35,26,1,5,8,12,3,1597,1,0
2,18746.0,1,0,41,2,10,11,12,9,20,2,3,0,3,6,64,0,1
0,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,497,1,1
0,60230.0,0,1,78,520,20,367,39,81,40,2,6,3,6,5,1067,0,1
0,22108.0,1,1,46,5,3,9,6,2,6,2,2,0,3,7,31,1,2
0,44392.0,1,1,71,87,5,71,7,12,29,5,4,1,4,7,211,1,2
1,55424.0,0,1,6,462,61,184,10,53,107,4,7,5,9,6,877,1,1
0,17688.0,1,0,82,2,2,1,3,1,2,1,1,0,2,8,11,1,1
1,92491.0,0,0,71,979,44,935,29,25,22,1,7,5,12,3,2034,1,0
0,90273.0,0,0,32,704,129,853,120,74,111,1,5,6,7,2,1991,0,0
1,82571.0,0,0,28,861,31,558,62,95,79,0,6,5,13,2,1686,0,0
1,38513.0,1,0,20,172,3,115,16,0,18,5,6,1,5,8,324,0,1
1,16653.0,1,0,10,5,7,31,15,4,7,3,2,1,3,6,69,0,1
0,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,252,1,2
2,23529.0,0,1,67,9,7,13,3,2,20,1,1,1,2,6,54,0,1
1,74881.0,1,1,48,505,72,270,36,27,54,4,9,2,12,5,964,1,2
0,71107.0,0,1,61,533,10,217,198,174,195,2,7,6,13,4,1327,1,1
1,46910.0,1,1,36,48,0,14,0,0,6,2,2,0,3,6,68,1,2
0,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,60,1,0
0,37244.0,1,1,90,18,2,10,0,0,25,1,1,1,2,7,55,0,2
0,82427.0,0,0,35,482,147,509,104,107,107,1,3,5,12,1,1456,1,0
2,75342.0,0,1,38,204,97,97,21,118,26,1,5,2,10,4,563,0,1
0,70044.0,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,1504,0,1
0,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,564,0,2
0,77437.0,0,0,70,560,21,442,29,44,29,1,4,5,13,1,1125,1,0
0,54984.0,0,1,51,173,13,131,32,3,6,4,6,1,6,7,358,1,1
1,42403.0,1,0,18,22,1,11,0,5,3,1,1,0,3,8,42,1,1
0,55761.0,0,1,97,136,1,12,0,3,32,2,4,1,3,6,184,1,1
0,37292.0,1,0,32,275,0,86,10,23,66,5,6,3,5,8,460,1,1
1,45576.0,0,0,9,56,19,29,2,14,25,1,3,1,3,8,145,0,0
0,70321.0,0,0,6,303,23,751,82,26,191,1,6,5,13,4,1376,1,0
1,58086.0,0,1,80,708,7,62,0,0,15,2,11,3,7,8,792,0,1
0,81795.0,0,0,74,324,132,693,27,118,88,1,4,11,7,2,1382,1,0
2,28389.0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,28,1,0
1,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,1033,1,0
0,69901.0,0,1,95,312,21,206,102,92,149,3,7,3,10,5,882,0,1
1,80360.0,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,2231,1,0
1,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,1101,1,1
0,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,369,1,1
2,31859.0,1,0,3,3,4,7,15,8,11,1,1,0,3,7,48,0,1
1,51569.0,0,1,39,380,0,47,6,0,34,4,7,1,7,8,467,0,1
0,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,44,0,2
2,16014.0,1,1,42,3,9,4,7,8,7,4,1,1,4,3,38,0,2
0,41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,81,1,2
1,39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,167,0,1
1,38725.0,1,1,52,31,0,6,2,1,5,2,1,0,4,4,45,1,2
0,77981.0,1,0,78,138,120,204,16,126,60,3,7,4,7,5,664,1,1
2,62905.0,0,1,68,166,75,96,119,107,59,3,7,2,8,4,622,1,1
2,13533.0,1,0,45,12,3,8,8,0,17,2,2,0,3,7,48,0,1
0,59481.0,0,1,47,178,3,85,71,66,58,2,3,3,8,2,461,1,1
0,72117.0,0,1,34,707,20,171,65,60,50,1,9,7,9,5,1073,1,1
2,21955.0,1,0,81,5,1,7,17,14,11,2,2,1,3,6,55,1,1
0,67131.0,0,1,72,465,71,250,93,35,62,3,9,2,12,6,976,1,1
1,36802.0,1,0,23,16,1,2,0,0,1,1,1,0,3,5,20,0,1
0,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,1149,1,0
2,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,43,1,0
1,47808.0,0,1,30,123,1,26,2,0,72,2,3,2,3,7,224,1,1
1,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,101,0,1
1,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,209,1,0
0,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,968,0,0
1,85431.0,0,0,54,376,53,462,168,53,53,1,2,7,7,0,1165,1,0
0,42664.0,0,1,44,21,0,3,0,0,0,1,1,0,3,6,24,1,1
0,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,252,1,2
0,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,165,0,1
1,28973.0,0,0,59,206,0,46,3,2,12,2,5,1,5,8,269,1,0
1,39435.0,1,0,16,71,0,18,0,0,13,1,3,1,2,7,102,1,1
2,65370.0,0,0,1,71,22,112,138,89,29,1,2,3,13,1,461,1,0
2,20194.0,1,0,64,0,4,7,11,10,15,2,2,0,3,6,47,0,1
1,42473.0,1,1,72,93,1,21,0,4,25,3,2,1,4,5,144,0,2
0,64590.0,0,0,98,920,138,168,36,46,30,1,9,4,10,6,1338,1,0
0,71232.0,0,1,91,653,17,170,34,26,17,2,11,2,10,7,917,1,1
0,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,318,1,2
0,46904.0,1,1,20,153,4,56,0,9,31,4,5,1,4,8,253,0,2
0,49094.0,0,1,6,376,0,38,11,8,69,5,6,3,6,6,502,1,1
0,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,119,1,1
2,60839.0,1,1,72,600,21,128,223,150,128,13,2,2,12,8,1250,1,2
0,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,969,1,1
0,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,76,1,2
1,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,62,0,2
2,82122.0,0,0,89,734,22,350,151,25,100,1,3,9,13,1,1382,1,0
0,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,84,0,1
0,34074.0,1,1,69,135,1,41,10,1,67,5,3,3,3,6,255,1,2
1,28520.0,1,1,55,11,0,10,0,2,20,1,1,1,2,6,43,1,2
0,62535.0,0,1,13,163,48,90,0,45,52,1,3,2,8,3,398,0,1
1,36273.0,1,0,80,29,3,30,3,2,9,2,3,0,3,6,76,0,1
0,63404.0,0,2,97,734,26,70,11,44,17,2,6,3,4,4,902,1,2
2,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,823,1,1
0,78416.0,0,1,99,453,38,279,188,38,183,2,7,7,10,3,1179,1,1
0,75702.0,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,1921,1,1
1,59385.0,1,1,85,135,0,10,0,4,36,2,3,1,4,5,185,1,2
0,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,433,0,2
0,44689.0,1,1,82,18,0,5,0,0,11,2,1,1,2,7,34,1,2
0,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,907,1,1
1,7144.0,0,2,92,81,4,33,5,2,291,0,23,1,1,0,416,0,2
0,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,44,0,2
0,90369.0,0,0,2,292,51,981,224,23,17,1,4,6,6,1,1588,1,0
1,63159.0,0,0,74,965,34,586,89,86,37,1,3,5,8,3,1797,0,0
0,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,40,1,2
1,46757.0,0,1,71,777,30,163,0,51,122,6,4,4,7,9,1143,0,1
1,79734.0,0,0,72,572,8,232,23,62,17,1,4,3,6,1,914,1,0
0,63207.0,0,0,68,438,169,565,91,169,70,1,2,3,6,7,1502,1,0
0,72071.0,0,1,4,531,69,300,150,138,150,3,5,4,8,2,1338,0,1
1,21840.0,1,0,80,17,0,9,0,0,1,1,1,0,3,9,27,1,1
2,58582.0,0,1,15,402,35,106,101,77,42,2,9,2,9,5,763,1,1
0,72282.0,0,0,70,503,27,419,90,139,153,1,5,7,9,7,1331,0,0
0,50387.0,0,2,91,369,9,87,12,14,34,3,6,2,8,5,525,1,2
1,32583.0,1,1,10,5,0,3,0,0,1,1,1,0,2,7,9,1,2
0,62568.0,0,1,99,362,17,398,80,35,61,3,5,3,5,4,953,1,1
1,44635.0,1,1,25,56,0,9,0,0,3,2,2,0,3,7,68,0,2
1,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,131,0,2
0,63967.0,0,1,57,387,84,141,73,35,162,3,4,4,12,2,882,1,1
2,52513.0,0,0,84,367,17,241,104,188,232,2,9,5,9,7,1149,1,0
0,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,37,1,1
1,54111.0,0,1,97,267,6,54,8,3,50,2,5,2,6,5,388,0,1
0,78394.0,0,0,13,298,27,697,216,24,166,1,4,6,5,2,1428,1,0
1,80739.0,0,0,92,674,92,736,39,0,92,1,3,11,9,1,1633,1,0
1,22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,173,1,1
0,29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,99,0,1
0,44911.0,0,1,11,159,0,22,2,1,31,3,4,1,4,7,215,1,1
1,54693.0,0,1,72,686,17,142,23,26,35,8,6,4,13,6,929,1,1
0,48186.0,1,0,39,97,3,66,12,7,34,3,4,1,4,7,219,1,1
0,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,174,1,2
0,41580.0,1,1,15,56,5,24,4,0,3,3,2,1,3,5,92,1,2
1,80336.0,0,0,12,209,19,456,160,142,66,1,2,9,13,1,1052,1,0
0,47743.0,0,1,56,198,2,43,0,12,20,3,4,1,6,6,275,1,1
2,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,587,1,1
1,57333.0,0,1,55,941,14,397,76,58,176,11,8,5,9,6,1662,0,1
1,32313.0,1,0,60,86,4,56,2,4,7,3,4,0,4,9,159,1,1
1,84953.0,0,0,73,167,48,602,63,72,72,1,3,10,4,2,1024,0,0
1,27071.0,1,0,90,8,3,19,0,2,3,2,2,0,3,6,35,0,1
1,68148.0,0,0,86,389,66,408,37,57,85,1,4,4,6,2,1042,1,0
1,65735.0,1,1,37,239,7,119,4,15,11,5,6,2,6,7,395,1,2
1,86836.0,0,0,7,179,21,273,0,21,63,1,6,10,6,5,557,1,0
1,4023.0,1,1,29,5,0,1,1,1,1,15,0,0,0,19,9,1,2
0,30093.0,0,0,19,2,6,28,13,4,16,1,2,0,3,7,69,1,0
1,57705.0,0,1,14,383,0,53,6,4,40,3,8,1,6,6,486,1,1
0,25008.0,1,0,72,2,8,8,6,1,9,2,1,0,3,8,34,0,1
2,83257.0,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1365,0,0
0,22280.0,1,0,85,2,1,4,3,1,2,1,1,0,2,8,13,1,1
1,72159.0,0,0,62,322,53,899,34,40,53,1,4,6,10,2,1401,1,0
0,64260.0,0,0,1,539,169,816,20,0,30,1,4,5,4,3,1574,1,0
1,82733.0,0,0,28,712,50,420,65,38,38,1,8,4,7,4,1323,0,0
1,74290.0,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,1217,0,1
1,58217.0,2,1,84,68,1,13,3,5,13,1,2,0,4,6,103,0,3
1,21024.0,0,0,89,36,4,18,6,2,18,1,2,0,4,7,84,1,0
1,70116.0,0,0,73,707,44,603,95,58,29,1,2,8,12,1,1536,1,0
0,54006.0,1,0,42,174,77,203,6,24,97,2,8,1,7,7,581,1,1
1,69063.0,0,1,16,666,35,124,69,8,26,1,5,3,5,3,928,1,1
2,11448.0,0,0,16,0,0,0,6,2,6,1,1,0,2,6,14,0,0
0,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,424,0,1
0,70886.0,1,0,65,407,70,239,103,88,53,1,5,4,4,2,960,1,1
0,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,1555,1,0
0,60208.0,1,1,13,488,23,71,15,0,59,11,8,3,7,7,656,0,2
1,32889.0,1,1,78,28,0,13,4,2,8,3,2,1,3,5,55,1,2
0,34738.0,1,0,51,3,2,10,3,0,2,1,1,0,3,6,20,0,1
1,30538.0,1,0,27,284,0,52,8,3,20,4,9,0,4,10,367,1,1
2,82326.0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,2257,1,0
1,26642.0,1,0,71,13,2,15,2,2,8,2,2,0,3,6,42,0,1
0,69932.0,0,1,97,412,172,153,150,105,57,2,7,6,11,4,1049,0,1
0,44503.0,1,1,83,31,1,8,0,0,8,2,2,0,3,6,48,0,2
1,60200.0,0,1,3,502,19,132,0,6,26,6,6,2,11,6,685,0,1
0,49638.0,0,1,71,18,10,3,3,5,0,1,1,0,3,2,39,0,1
2,23830.0,0,0,3,1,8,6,4,8,16,1,1,0,3,7,43,0,0
1,33051.0,0,0,15,100,71,243,108,94,219,3,9,1,8,9,835,0,0
0,72905.0,0,0,52,407,114,445,181,165,203,1,3,7,9,1,1515,1,0
1,69702.0,0,1,8,664,9,240,50,19,57,2,7,7,10,4,1039,1,1
0,70300.0,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,1596,0,1
1,70643.0,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,1828,1,0
1,30396.0,1,0,22,15,0,6,0,1,12,2,1,1,2,7,34,1,1
1,50616.0,0,1,56,128,0,16,0,1,4,2,4,0,4,7,149,0,1
1,62772.0,0,1,74,581,49,157,43,8,108,1,5,6,11,2,946,0,1
1,30298.0,0,0,48,6,3,12,6,1,0,1,1,1,3,3,28,0,0
0,52413.0,1,0,67,185,8,133,56,56,12,2,7,1,7,7,450,0,1
1,44155.0,1,1,24,22,1,9,0,0,14,1,1,1,2,4,46,1,2
1,86979.0,0,0,67,584,100,835,65,83,35,1,5,5,5,2,1702,0,0
0,76532.0,1,1,38,355,30,177,90,138,30,4,9,5,7,5,820,1,2
0,42081.0,1,0,86,175,10,110,54,6,27,2,6,3,4,6,382,1,1
1,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,2126,1,0
1,88420.0,0,0,87,957,153,612,99,95,153,1,4,7,8,1,2069,1,0
0,31158.0,1,0,62,25,6,16,20,0,5,2,2,0,3,8,72,1,1
0,61671.0,0,1,23,641,7,56,0,0,28,8,10,4,6,8,732,0,1
0,69719.0,0,0,99,273,86,208,177,14,43,1,2,3,5,1,801,0,0
0,49160.0,0,1,29,122,21,43,25,10,15,2,3,1,6,6,236,0,1
2,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,80,1,1
1,90933.0,0,0,90,1020,31,430,62,63,79,1,4,6,4,1,1685,0,0
1,113734.0,0,0,9,6,2,3,1,262,3,0,27,0,0,1,277,0,0
1,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,507,1,1
1,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,68,1,2
0,22148.0,0,0,16,15,5,14,0,4,11,1,1,0,3,7,49,0,0
1,73395.0,0,0,94,272,7,80,20,7,11,1,4,4,6,2,397,1,0
0,29819.0,1,0,77,9,1,24,2,1,2,3,3,0,3,6,39,0,1
0,45688.0,0,1,20,279,0,18,0,0,9,2,3,1,8,4,306,1,1
0,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,976,1,0
1,60491.0,0,1,81,637,47,237,12,19,76,4,6,11,7,5,1028,1,1
0,33235.0,1,0,71,45,0,16,2,1,6,1,3,0,3,7,70,1,1
0,35701.0,0,0,36,21,1,9,7,3,5,1,1,0,3,6,46,1,0
1,31535.0,1,0,95,15,4,13,0,0,19,1,1,1,2,7,51,1,1
2,92556.0,0,0,32,493,183,352,184,23,28,0,3,5,13,0,1263,1,0
0,67384.0,0,1,32,957,40,175,158,53,107,2,7,8,5,5,1490,0,1
1,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,1564,1,0
0,77870.0,0,1,93,1017,50,500,65,50,133,3,5,5,5,8,1815,1,1
1,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,1198,0,1
0,57107.0,0,1,44,159,0,120,0,0,137,7,4,4,8,8,416,0,1
0,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,85,1,0
1,36038.0,1,0,82,23,0,15,0,2,7,2,3,0,3,6,47,0,1
0,20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,137,0,0
1,34230.0,1,1,72,15,0,4,0,0,2,1,1,0,2,7,21,1,2
2,31878.0,0,1,7,23,4,5,10,5,23,1,1,0,4,3,70,0,1
2,70932.0,0,1,57,200,193,100,46,185,185,2,6,2,12,3,909,1,1
0,91249.0,0,0,84,1324,27,119,71,108,27,0,7,9,6,4,1676,0,0
1,77598.0,0,0,53,1193,33,281,129,66,33,1,7,5,13,3,1735,0,0
0,80982.0,1,1,48,505,137,401,104,22,22,3,11,5,11,5,1191,0,2
1,22701.0,1,0,2,2,4,9,0,4,5,1,1,0,3,5,24,1,1
1,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,1182,1,1
0,70617.0,0,0,45,353,61,753,40,46,27,1,3,3,7,2,1280,1,0
0,64849.0,0,0,42,652,48,350,94,84,108,1,9,3,6,5,1336,0,0
1,62694.0,1,1,29,379,6,157,25,91,91,5,9,3,7,7,749,1,2
1,61917.0,1,1,83,46,4,36,2,2,1,1,2,0,4,5,91,1,2
1,67472.0,0,1,93,162,31,127,8,17,69,2,4,2,7,3,414,1,1
1,21059.0,1,0,40,8,3,19,3,3,8,3,3,0,3,6,44,1,1
1,29543.0,2,0,47,17,3,18,3,4,18,2,3,1,2,7,63,1,2
0,75903.0,0,1,50,340,108,185,130,38,100,2,6,6,9,3,901,1,1
2,34984.0,1,1,40,8,4,15,3,5,3,2,1,0,3,7,38,1,2
1,54998.0,0,1,3,154,22,202,39,30,8,5,4,2,9,4,455,0,1
1,54356.0,0,1,62,710,15,30,20,0,0,3,11,2,8,8,775,0,1
1,34242.0,0,1,25,8,2,4,0,0,1,1,0,0,3,5,15,1,1
0,25410.0,1,0,48,2,2,4,13,13,4,1,1,0,4,4,38,1,1
1,73356.0,0,0,56,1050,14,322,0,14,112,1,5,11,5,2,1512,1,0
0,28320.0,0,1,68,19,1,14,3,2,4,1,1,0,3,8,43,1,1
0,23763.0,1,0,64,22,0,6,6,2,6,1,1,0,3,7,42,0,1
0,72570.0,0,0,67,274,83,216,151,141,224,1,4,6,12,1,1089,1,0
1,34529.0,1,0,94,68,6,38,3,6,41,2,2,2,3,7,162,1,1
0,70792.0,0,0,82,344,45,654,104,11,114,2,3,4,10,3,1272,0,0
0,63211.0,0,0,3,145,193,459,205,26,145,2,3,8,7,2,1173,1,0
1,83891.0,0,1,24,217,38,350,111,85,15,1,4,7,10,1,816,1,1
0,36065.0,1,1,54,18,7,34,10,2,3,3,3,0,3,8,74,0,2
0,39898.0,0,1,20,69,8,26,12,7,12,2,3,0,4,7,134,1,1
1,51141.0,0,0,96,144,0,7,0,0,6,1,3,1,4,5,157,0,0
0,56939.0,0,1,19,256,34,103,90,29,49,2,3,3,10,3,561,1,1
0,80872.0,0,0,60,483,72,567,94,12,108,1,4,4,10,1,1336,0,0
1,72335.0,0,0,2,1285,105,653,28,21,0,1,10,4,8,8,2092,1,0
1,61798.0,0,0,13,338,4,89,11,8,13,1,4,2,9,4,463,0,0
1,76842.0,0,0,37,605,10,345,84,54,32,1,1,8,7,0,1130,0,0
0,29478.0,1,0,59,8,0,7,3,1,1,1,1,0,3,6,20,1,1
0,46998.0,0,1,55,172,41,86,45,6,27,5,5,3,5,7,377,0,1
0,96843.0,0,0,60,448,71,951,40,17,17,1,6,11,10,2,1544,0,0
1,56551.0,1,1,48,67,4,32,17,2,16,3,2,1,4,4,138,0,2
1,70053.0,0,1,38,512,53,98,81,179,89,3,8,5,10,5,1012,1,1
1,71670.0,0,0,8,1462,16,128,0,0,160,1,5,3,6,6,1766,0,0
0,44359.0,1,1,19,20,0,14,7,3,1,3,2,0,4,3,45,1,2
0,40887.0,1,1,32,50,4,44,10,10,43,3,3,1,3,9,161,0,2
0,48877.0,0,1,27,102,1,15,2,0,24,1,3,0,4,7,144,0,1
0,74485.0,0,0,58,499,149,815,173,49,49,1,6,7,12,3,1734,1,0
0,64474.0,0,1,59,381,35,172,56,86,93,2,8,2,10,5,823,1,1
0,77226.0,0,1,29,631,43,239,128,76,21,2,6,8,12,3,1138,1,1
0,72643.0,0,0,60,526,80,553,123,94,53,1,3,10,7,2,1429,0,0
1,85738.0,0,0,41,913,26,376,17,26,13,1,3,6,11,1,1371,1,0
0,55686.0,0,1,27,673,0,199,37,47,26,2,6,3,5,4,982,0,1
0,39062.0,1,0,28,23,0,9,0,0,12,1,1,0,3,4,44,0,1
0,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,318,1,2
0,40794.0,0,1,18,261,23,73,4,23,50,2,6,3,5,7,434,1,1
2,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,198,1,2
0,4428.0,0,1,0,16,4,12,2,4,321,0,25,0,0,1,359,1,1
2,32632.0,0,0,32,63,151,137,153,19,53,2,4,4,8,5,576,1,0
1,38236.0,1,1,2,58,0,18,2,0,10,4,3,0,4,7,88,0,2
0,36781.0,1,0,16,29,1,17,0,3,13,1,2,1,2,8,63,1,1
1,31385.0,1,0,56,3,2,12,0,1,9,1,1,0,2,8,27,0,1
0,24570.0,1,0,97,28,34,62,11,14,44,3,4,0,4,9,193,1,1
1,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,101,0,1
0,94642.0,0,0,35,879,143,797,106,143,143,0,5,7,9,1,2211,1,0
1,58646.0,0,1,3,62,1,44,6,5,22,1,2,1,4,4,140,1,1
0,53201.0,1,1,49,280,7,81,20,0,27,8,6,3,5,7,415,0,2
0,21994.0,0,1,4,9,0,6,3,1,3,1,0,0,3,5,22,1,1
0,57113.0,1,1,45,182,4,33,0,2,42,6,4,1,5,7,263,1,2
0,51373.0,0,0,37,83,2,101,64,26,117,1,3,5,3,4,393,1,0
0,23477.0,1,0,39,38,15,54,3,8,29,3,3,0,4,8,147,1,1
0,58116.0,0,1,38,228,19,130,4,11,51,2,3,3,8,2,443,1,1
1,72968.0,0,0,8,1092,37,592,145,37,55,1,5,5,8,3,1958,0,0
1,39791.0,0,1,89,85,15,27,13,13,21,2,3,1,4,7,174,1,1
1,91712.0,0,0,47,1276,24,746,94,29,48,0,9,7,11,3,2217,0,0
0,94472.0,0,1,75,1017,33,417,108,100,16,1,5,5,5,5,1691,0,1
0,13672.0,1,1,86,6,2,9,2,1,5,2,1,0,3,8,25,1,2
2,96547.0,0,0,4,448,21,125,52,101,62,0,7,6,8,2,809,1,0
0,79205.0,0,0,73,504,23,117,179,28,44,1,6,5,4,4,895,1,0
1,56559.0,0,1,46,226,22,133,41,31,31,3,4,3,8,4,484,1,1
1,32644.0,1,0,38,239,3,141,0,7,23,4,7,1,6,8,413,1,1
2,67506.0,0,1,73,90,38,67,33,36,67,1,4,1,6,3,331,0,1
0,24206.0,1,0,66,7,2,8,3,2,3,1,1,0,3,6,25,0,1
1,28420.0,1,0,36,4,2,5,2,0,0,1,1,0,2,6,13,0,1
0,22979.0,1,0,29,16,17,19,20,21,22,3,3,2,2,8,115,1,1
0,33279.0,0,0,29,10,3,3,0,0,0,1,0,0,3,3,16,0,0
1,46423.0,1,1,6,68,0,16,0,0,8,3,2,0,4,7,92,0,2
0,30368.0,0,1,97,35,0,13,2,0,2,2,2,0,3,8,52,1,1
0,63684.0,0,1,61,575,80,428,208,93,80,3,8,4,8,5,1464,1,1
0,41638.0,0,1,68,315,0,31,4,0,91,4,5,5,3,8,441,0,1
1,68805.0,0,1,73,182,2,49,17,13,20,1,3,1,7,2,283,0,1
1,65814.0,0,1,90,561,14,113,10,14,35,3,8,2,10,5,747,1,1
0,71964.0,0,0,81,587,51,932,180,34,86,1,5,6,5,3,1870,0,0
0,39146.0,1,0,1,94,1,33,13,12,12,3,4,0,4,8,165,0,1
0,96876.0,0,0,79,908,43,735,40,194,21,1,7,7,9,2,1941,1,0
2,34445.0,0,0,92,228,122,122,208,129,30,6,11,2,8,9,839,1,0
0,68281.0,0,0,31,995,112,417,42,48,41,1,2,9,13,5,1655,0,0
2,37284.0,1,1,46,11,1,2,2,1,6,1,0,0,3,6,23,1,2
0,36790.0,0,0,14,3,3,14,15,21,10,1,2,1,2,9,66,1,0
0,27943.0,1,1,89,12,1,16,4,1,3,3,2,0,3,8,37,1,2
0,22263.0,1,1,31,17,0,2,0,0,2,2,1,0,3,6,21,0,2
0,30261.0,1,2,75,8,0,5,0,3,6,1,0,0,3,8,22,1,3
0,28587.0,1,0,42,22,4,17,12,10,13,3,2,0,4,6,78,1,1
1,43815.0,1,0,53,14,10,29,4,7,15,1,2,0,3,6,79,1,1
0,48195.0,1,1,53,106,27,68,52,7,5,6,4,2,5,6,265,1,2
1,77027.0,0,1,23,820,57,242,45,0,11,2,8,3,6,4,1175,1,1
1,71322.0,0,1,57,753,43,226,69,10,204,2,8,5,13,4,1305,1,1
1,32765.0,1,0,49,13,3,17,7,3,3,2,2,0,4,5,46,1,1
0,29672.0,1,1,6,9,1,3,0,4,8,1,0,0,3,6,25,1,2
0,23272.0,0,0,29,19,3,6,4,2,12,1,1,0,3,4,46,0,0
